ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,T2MDEW,TS,WS10M,PRECTOTCORR,RH2M,SoilMoistureIndex,Date
4.15,0.5,402.84,15.68,26.34,4.41,2.87,55.62,0.011075754408452352,2020-09-23
5.18,0.62,379.74,13.83,27.25,3.85,0.01,47.56,3.728925278113273e-05,2020-09-24
5.22,0.63,375.23,12.83,28.54,5.98,0.01,43.06,3.567199379709917e-05,2020-09-25
5.17,0.63,332.7,8.5,21.34,5.89,0.0,49.81,0.0,2020-09-26
5.59,0.69,336.24,8.48,21.33,4.95,0.01,51.31,4.776952332039513e-05,2020-09-27
5.74,0.71,325.95,9.01,21.29,2.8,0.0,52.62,0.0,2020-09-28
5.83,0.73,328.97,9.32,22.44,2.19,0.0,50.94,0.0,2020-09-29
5.31,0.67,354.99,12.67,24.81,3.84,0.0,53.0,0.0,2020-09-30
5.03,0.64,359.45,13.73,24.15,3.55,0.0,60.0,0.0,2020-10-01
5.27,0.67,362.45,11.47,24.0,3.95,0.0,49.69,0.0,2020-10-02
3.88,0.5,379.98,8.48,24.26,5.8,0.0,39.44,0.0,2020-10-03
4.68,0.61,360.73,11.7,22.83,3.57,0.0,56.75,0.0,2020-10-04
3.04,0.4,367.36,11.85,20.36,3.24,0.0,59.62,0.0,2020-10-05
4.96,0.66,331.83,10.1,19.75,4.81,0.04,61.31,0.00020542805719837455,2020-10-06
4.67,0.62,329.91,8.87,20.52,3.37,0.0,55.56,0.0,2020-10-07
4.52,0.61,344.91,11.65,20.63,4.09,0.05,61.56,0.00024550343490901445,2020-10-08
5.32,0.72,327.35,11.31,21.55,1.95,0.02,62.69,9.401384164852302e-05,2020-10-09
5.21,0.71,335.16,10.62,23.36,2.0,0.0,51.94,0.0,2020-10-10
4.52,0.62,358.2,11.9,23.12,2.8,2.98,55.75,0.01310126373814204,2020-10-11
4.01,0.55,328.45,7.3,16.28,6.43,7.81,61.31,0.04876702502763607,2020-10-12
4.96,0.7,299.26,2.99,15.64,4.88,0.0,50.69,0.0,2020-10-13
4.88,0.69,311.34,2.69,16.62,6.27,0.0,41.5,0.0,2020-10-14
4.56,0.65,334.08,6.65,18.15,3.92,0.04,50.81,0.00022439322129619665,2020-10-15
3.98,0.57,326.09,7.23,16.99,2.97,0.02,60.81,0.00011961531939798319,2020-10-16
4.91,0.71,301.66,5.41,16.44,2.28,0.0,56.38,0.0,2020-10-17
4.7,0.69,301.94,4.87,16.51,2.59,0.0,51.56,0.0,2020-10-18
4.82,0.71,304.16,6.87,16.73,2.7,0.0,59.0,0.0,2020-10-19
4.88,0.73,301.77,7.48,16.38,3.8,0.0,59.56,0.0,2020-10-20
4.85,0.73,305.6,9.98,16.91,3.55,0.0,70.44,0.0,2020-10-21
4.63,0.7,321.05,13.47,18.12,2.88,0.0,77.94,0.0,2020-10-22
4.36,0.66,338.52,14.41,20.46,2.1,0.06,72.88,0.0002971892089654997,2020-10-23
3.73,0.58,355.51,13.95,20.08,2.46,7.68,73.31,0.03874419035905666,2020-10-24
3.56,0.55,349.05,12.79,18.14,2.4,7.6,75.62,0.04246931531711512,2020-10-25
4.25,0.67,317.15,8.8,17.3,4.54,0.03,63.19,0.00017622608196647335,2020-10-26
4.28,0.68,318.01,6.15,14.79,5.05,3.5,60.88,0.024035234443346595,2020-10-27
3.71,0.59,315.1,5.44,14.5,3.09,0.0,59.38,0.0,2020-10-28
4.18,0.67,307.2,7.8,15.51,2.41,0.0,62.88,0.0,2020-10-29
4.4,0.72,305.02,8.12,15.79,2.35,0.01,64.81,6.403630147205326e-05,2020-10-30
4.3,0.71,312.35,8.58,15.62,1.68,0.0,67.06,0.0,2020-10-31
4.23,0.7,314.09,7.48,15.67,1.7,0.0,60.19,0.0,2020-11-01
4.25,0.71,309.86,7.43,15.94,2.62,0.0,58.06,0.0,2020-11-02
4.05,0.69,314.59,9.72,16.55,3.41,0.0,66.56,0.0,2020-11-03
2.54,0.43,322.98,9.55,16.42,3.34,0.0,64.31,0.0,2020-11-04
3.82,0.66,314.49,8.79,18.43,1.63,0.0,53.0,0.0,2020-11-05
3.87,0.67,323.88,8.99,18.54,1.71,0.0,55.75,0.0,2020-11-06
3.71,0.65,335.91,11.7,17.55,2.59,0.1,72.56,0.0005761148236840886,2020-11-07
3.69,0.65,326.41,8.97,18.79,1.15,0.02,53.75,0.00010768517885306983,2020-11-08
3.82,0.68,314.36,7.26,18.25,2.12,0.0,49.06,0.0,2020-11-09
3.53,0.63,316.93,7.83,16.32,2.02,0.01,55.25,6.205510827718545e-05,2020-11-10
3.41,0.62,324.45,8.0,15.3,2.55,0.01,63.12,6.614125715892334e-05,2020-11-11
3.61,0.66,319.28,8.08,15.42,2.18,0.02,60.88,0.00013119263489719076,2020-11-12
3.54,0.65,307.73,6.08,14.89,3.83,0.0,57.19,0.0,2020-11-13
3.72,0.69,302.6,4.33,15.69,4.45,0.0,48.69,0.0,2020-11-14
2.82,0.53,324.56,5.77,16.18,3.07,0.08,49.62,0.0005010448292628608,2020-11-15
3.41,0.65,326.08,9.3,17.63,2.26,0.38,61.69,0.002184332257387944,2020-11-16
2.86,0.55,334.02,9.41,15.78,5.03,2.62,68.62,0.01682776019766083,2020-11-17
1.98,0.38,334.65,10.46,13.58,5.98,1.01,82.44,0.007529453427175404,2020-11-18
1.88,0.37,344.53,11.12,14.61,4.59,0.86,82.38,0.005954958355041474,2020-11-19
2.73,0.53,315.3,6.71,13.52,6.17,0.3,67.62,0.00224962671846329,2020-11-20
1.72,0.34,324.12,7.2,11.01,5.92,4.45,78.31,0.0410719480136411,2020-11-21
1.72,0.34,337.45,8.96,11.72,8.57,5.9,82.94,0.05112174882044438,2020-11-22
1.18,0.23,332.36,10.15,12.73,5.83,7.25,86.25,0.05773389614383207,2020-11-23
2.36,0.48,332.63,9.64,13.01,5.94,0.47,81.88,0.0036586279979194725,2020-11-24
3.41,0.69,292.14,7.79,11.83,3.23,0.01,77.12,8.56692515619038e-05,2020-11-25
3.4,0.69,287.15,7.65,11.79,3.41,0.2,78.0,0.001720789483429179,2020-11-26
2.0,0.41,322.51,9.49,12.65,4.89,0.7,79.94,0.005626643125963031,2020-11-27
2.58,0.53,315.14,4.99,12.1,7.43,0.25,63.0,0.0021103698796001917,2020-11-28
2.29,0.48,314.48,6.44,11.4,6.54,2.24,73.31,0.020031362519694042,2020-11-29
3.05,0.63,300.09,8.19,11.9,3.48,0.08,77.5,0.0006815675794649564,2020-11-30
3.13,0.66,293.6,6.61,11.51,3.3,0.01,72.0,8.816428693136158e-05,2020-12-01
2.98,0.62,295.2,3.76,11.71,5.16,0.0,60.69,0.0,2020-12-02
2.78,0.59,300.62,3.23,9.26,4.85,0.15,65.5,0.0016507818263038106,2020-12-03
3.37,0.72,259.73,0.96,7.78,5.46,0.0,61.69,0.0,2020-12-04
2.95,0.63,294.88,5.88,10.06,5.02,3.12,76.31,0.0317312166592763,2020-12-05
3.23,0.7,266.04,-0.04,7.3,5.36,0.79,62.62,0.011045648921061827,2020-12-06
3.46,0.74,248.59,-1.27,7.19,5.37,0.0,58.0,0.0,2020-12-07
2.92,0.63,296.91,3.54,9.58,8.05,0.01,65.75,0.00010639816105169637,2020-12-08
2.95,0.64,280.75,1.76,8.45,4.7,0.04,65.0,0.00048213067676136715,2020-12-09
2.39,0.52,286.81,1.01,7.63,6.53,1.9,66.38,0.02534401493040767,2020-12-10
2.4,0.52,320.03,5.43,11.1,5.62,2.41,70.62,0.022154807869093584,2020-12-11
1.88,0.41,321.65,7.97,11.89,5.59,2.64,77.06,0.022689765296331786,2020-12-12
2.65,0.58,285.31,4.35,8.42,5.82,0.82,76.56,0.009914266931991326,2020-12-13
3.26,0.72,271.09,3.83,9.19,3.76,0.01,70.94,0.00011050089378204168,2020-12-14
2.76,0.61,295.39,4.99,11.94,2.91,0.0,61.5,0.0,2020-12-15
3.06,0.67,286.89,5.31,11.88,2.24,0.0,62.69,0.0,2020-12-16
2.2,0.48,301.47,7.11,10.4,1.5,0.0,74.56,0.0,2020-12-17
2.25,0.5,323.73,9.16,11.23,4.28,0.44,84.25,0.00397227053214438,2020-12-18
1.28,0.28,341.43,9.55,12.38,4.95,2.18,85.06,0.01787190984976024,2020-12-19
2.2,0.48,328.79,8.57,11.36,4.21,2.81,84.44,0.025099995964960816,2020-12-20
1.79,0.4,340.41,8.7,11.04,5.64,1.48,85.56,0.013573794389211602,2020-12-21
2.63,0.59,314.78,7.77,10.97,4.86,0.09,82.81,0.000829002484311862,2020-12-22
3.14,0.7,281.31,6.19,9.95,3.53,0.0,76.5,0.0,2020-12-23
3.19,0.7,275.52,5.67,10.94,5.72,0.0,72.38,0.0,2020-12-24
3.15,0.7,276.12,4.67,10.64,6.05,0.02,68.81,0.00019087422108752256,2020-12-25
1.22,0.27,298.18,2.57,7.14,6.24,8.41,72.56,0.11978625957067125,2020-12-26
3.05,0.67,263.45,-0.04,5.56,5.01,0.1,68.88,0.0018291818672416093,2020-12-27
3.16,0.7,247.84,-3.19,4.7,8.43,0.0,56.81,0.0,2020-12-28
3.09,0.68,276.94,0.97,7.56,5.75,0.01,61.81,0.00013495354870668994,2020-12-29
3.17,0.7,265.41,1.33,7.06,4.73,0.05,70.69,0.0007212806175281981,2020-12-30
3.44,0.75,238.8,-0.67,5.15,3.55,0.0,69.56,0.0,2020-12-31
3.41,0.74,237.48,-2.6,4.13,5.06,0.0,62.38,0.0,2021-01-01
3.36,0.73,245.12,-2.58,5.3,5.05,0.0,58.44,0.0,2021-01-02
2.7,0.58,251.12,-1.56,4.07,4.92,0.0,68.44,0.0,2021-01-03
3.55,0.76,227.66,-5.7,3.05,4.95,0.0,54.69,0.0,2021-01-04
2.26,0.48,267.57,-6.31,3.39,5.52,0.0,48.0,0.0,2021-01-05
2.89,0.62,288.66,-3.35,7.3,5.11,0.0,46.25,0.0,2021-01-06
2.63,0.55,303.43,1.03,10.21,5.68,0.0,52.56,0.0,2021-01-07
2.9,0.61,318.83,9.6,14.28,7.68,0.01,73.0,7.140884103521164e-05,2021-01-08
2.7,0.56,326.55,5.63,15.53,7.66,1.61,50.75,0.010576951792906292,2021-01-09
2.1,0.44,330.62,4.76,13.23,4.39,0.01,55.81,7.712835701173892e-05,2021-01-10
2.69,0.55,298.42,3.36,9.41,3.11,0.21,68.81,0.0022708375697499733,2021-01-11
2.79,0.57,284.09,2.3,7.15,6.5,0.34,73.12,0.004823497793336705,2021-01-12
3.34,0.68,273.56,2.1,6.72,5.09,0.01,75.19,0.00015066663543986466,2021-01-13
3.48,0.7,278.05,2.9,8.01,3.95,0.06,73.06,0.0007593855242503516,2021-01-14
2.93,0.59,285.05,4.06,7.81,4.52,0.25,78.88,0.0032488083370536443,2021-01-15
1.8,0.36,305.54,3.13,5.99,4.54,2.15,82.12,0.03642333099410583,2021-01-16
2.71,0.54,274.63,2.38,6.39,4.3,0.18,74.81,0.0028522019424609074,2021-01-17
3.46,0.68,267.98,0.59,7.02,5.07,0.07,64.75,0.001009543488750121,2021-01-18
3.78,0.74,245.48,0.14,5.62,3.27,0.01,72.31,0.0001797607895235257,2021-01-19
3.43,0.66,259.4,-2.2,6.48,6.54,0.0,54.31,0.0,2021-01-20
2.32,0.45,285.3,-2.63,6.19,5.77,0.0,50.81,0.0,2021-01-21
2.85,0.55,288.52,2.38,7.8,5.88,0.05,68.56,0.0006511986823489567,2021-01-22
3.71,0.7,276.91,2.03,8.93,4.94,0.07,63.12,0.0007973438557418002,2021-01-23
3.21,0.6,293.59,3.66,10.66,6.11,0.1,62.06,0.0009550951859266722,2021-01-24
2.83,0.53,296.68,5.74,9.43,5.04,0.04,76.56,0.0004313329214936748,2021-01-25
3.43,0.63,292.16,3.15,9.5,6.82,0.08,66.75,0.0008555577243245188,2021-01-26
3.61,0.66,281.04,3.56,8.64,3.41,0.06,73.94,0.0007036160479856986,2021-01-27
2.96,0.54,305.95,8.39,12.25,4.49,0.03,75.38,0.00024814509072238015,2021-01-28
3.38,0.61,304.63,6.01,15.03,4.85,0.0,56.62,0.0,2021-01-29
3.96,0.71,302.41,4.18,16.16,6.09,0.0,45.69,0.0,2021-01-30
3.15,0.55,301.64,3.76,11.76,5.13,0.28,60.12,0.0024310625018259847,2021-01-31
1.81,0.32,317.7,4.69,10.13,5.31,1.63,69.12,0.016407249135340064,2021-02-01
3.7,0.65,293.38,6.51,10.93,4.19,0.1,77.38,0.0009296245958649325,2021-02-02
4.25,0.73,286.14,4.92,13.81,4.2,0.0,59.44,0.0,2021-02-03
3.33,0.57,296.49,1.25,13.52,5.91,0.0,43.44,0.0,2021-02-04
4.24,0.72,284.7,0.69,13.23,5.23,0.0,43.25,0.0,2021-02-05
2.8,0.47,316.77,-1.03,14.26,4.7,0.0,35.75,0.0,2021-02-06
2.21,0.37,341.12,4.07,13.62,6.11,0.2,53.81,0.0015005074097298086,2021-02-07
4.43,0.73,280.29,2.78,11.15,5.64,0.0,61.75,0.0,2021-02-08
4.53,0.74,283.06,1.82,12.9,5.62,0.0,51.06,0.0,2021-02-09
4.07,0.66,304.29,2.74,14.11,6.68,0.07,50.19,0.0005048616678856431,2021-02-10
3.78,0.61,284.26,1.14,11.58,3.34,0.01,52.62,8.76223196596689e-05,2021-02-11
4.57,0.73,288.3,2.71,13.44,4.17,0.0,48.31,0.0,2021-02-12
3.45,0.54,319.07,6.11,13.26,6.14,0.5,65.56,0.003828013534129091,2021-02-13
1.85,0.29,311.77,3.17,8.49,5.59,1.21,74.06,0.01441294281785206,2021-02-14
2.65,0.41,287.13,-2.68,5.07,5.64,0.05,62.31,0.0009937244517590847,2021-02-15
4.92,0.75,244.78,-2.99,5.8,3.71,0.0,59.94,0.0,2021-02-16
4.94,0.75,264.1,-3.28,10.73,3.12,0.0,39.31,0.0,2021-02-17
4.91,0.74,267.0,-2.72,11.08,2.57,0.0,38.69,0.0,2021-02-18
4.98,0.74,266.15,-5.12,10.89,4.43,0.0,33.88,0.0,2021-02-19
4.53,0.67,275.99,-3.33,11.32,3.62,0.0,36.5,0.0,2021-02-20
4.35,0.64,280.8,-1.1,12.19,3.59,0.0,41.5,0.0,2021-02-21
3.21,0.46,319.71,6.3,12.98,4.7,0.01,72.19,7.802306371985106e-05,2021-02-22
3.03,0.44,323.66,8.23,12.94,6.4,0.03,78.31,0.00023406169219842202,2021-02-23
3.91,0.55,307.2,7.44,12.18,3.85,0.02,77.5,0.000165541629974176,2021-02-24
5.04,0.71,274.7,3.86,9.81,1.95,0.0,71.0,0.0,2021-02-25
5.15,0.72,268.34,5.04,9.36,1.73,0.01,75.81,0.00010797738496428448,2021-02-26
5.31,0.73,268.5,3.12,10.94,2.18,0.01,65.44,9.25674072875863e-05,2021-02-27
4.93,0.68,283.11,3.73,10.78,2.39,0.01,65.19,9.392687287324881e-05,2021-02-28
4.82,0.66,282.3,5.73,12.11,2.41,0.12,75.31,0.0010026151839591488,2021-03-01
3.46,0.47,313.13,7.33,12.89,4.73,0.47,77.31,0.00368664322975811,2021-03-02
3.56,0.48,324.15,7.3,12.55,5.53,1.59,76.12,0.012807099770274832,2021-03-03
3.18,0.42,338.98,7.94,13.46,5.21,1.14,76.5,0.008585364560020077,2021-03-04
2.5,0.33,324.59,7.79,12.52,5.07,0.67,79.38,0.005439453004302257,2021-03-05
5.13,0.67,306.52,6.23,13.7,2.86,0.08,69.69,0.000592018554425765,2021-03-06
4.44,0.58,320.37,7.88,13.62,2.97,0.12,76.88,0.0008939792613735382,2021-03-07
4.47,0.57,328.35,7.42,14.45,2.96,0.51,73.06,0.003594150392414004,2021-03-08
3.48,0.45,340.44,7.46,13.92,2.72,1.23,71.75,0.008993158111024762,2021-03-09
4.35,0.55,307.2,4.39,11.99,5.08,1.12,66.12,0.009483001601010501,2021-03-10
5.95,0.74,265.59,1.19,10.43,4.04,0.01,60.94,9.700422198076567e-05,2021-03-11
6.19,0.77,266.16,0.16,11.18,3.43,0.0,55.06,0.0,2021-03-12
4.84,0.6,306.84,2.12,13.98,3.19,0.15,49.06,0.0010885858508620334,2021-03-13
5.36,0.66,302.73,4.75,14.98,3.02,0.02,59.44,0.00013549739062524007,2021-03-14
5.57,0.68,288.41,2.46,11.77,5.36,0.04,62.25,0.0003446717745318074,2021-03-15
4.27,0.52,305.85,3.37,11.37,7.08,0.1,64.75,0.0008924986302374422,2021-03-16
4.5,0.54,305.52,2.86,12.14,4.42,0.22,63.44,0.0018389588745271316,2021-03-17
5.87,0.7,288.34,3.69,13.14,2.77,0.03,63.75,0.0002321735021733558,2021-03-18
2.37,0.28,326.99,5.73,10.55,2.9,5.59,75.56,0.05403056888534574,2021-03-19
2.83,0.33,345.98,8.73,12.15,3.62,10.59,84.12,0.08909247504121356,2021-03-20
3.9,0.45,313.08,3.68,10.6,6.58,3.03,68.25,0.02917890673272012,2021-03-21
3.58,0.41,302.88,1.87,8.35,4.78,2.34,69.06,0.02855427547152366,2021-03-22
5.12,0.59,293.93,0.42,8.89,5.86,0.38,62.38,0.004336041081923176,2021-03-23
4.13,0.47,302.19,2.6,10.05,3.62,0.15,67.81,0.0015106993450062327,2021-03-24
6.26,0.71,276.89,2.47,11.87,2.95,0.0,63.88,0.0,2021-03-25
6.8,0.77,275.22,0.39,13.83,3.59,0.0,51.62,0.0,2021-03-26
6.29,0.7,298.98,-1.11,15.79,5.68,0.0,34.56,0.0,2021-03-27
6.27,0.7,310.05,1.8,18.41,3.18,0.0,37.94,0.0,2021-03-28
6.37,0.7,299.54,4.74,16.51,2.58,0.0,56.25,0.0,2021-03-29
6.73,0.73,301.6,5.38,15.8,2.35,0.0,60.0,0.0,2021-03-30
6.87,0.75,290.23,3.1,16.07,1.92,0.0,48.81,0.0,2021-03-31
6.9,0.75,297.16,3.01,17.52,2.92,0.0,41.88,0.0,2021-04-01
5.8,0.62,333.04,2.37,19.89,5.56,0.0,34.25,0.0,2021-04-02
6.0,0.64,342.77,6.05,20.25,2.34,0.0,47.44,0.0,2021-04-03
4.44,0.47,335.0,8.7,16.01,3.48,6.6,67.75,0.04200872108477934,2021-04-04
3.44,0.36,346.37,7.83,15.63,3.91,1.75,68.75,0.011394700946129177,2021-04-05
7.19,0.76,282.43,3.11,15.84,4.2,0.0,54.31,0.0,2021-04-06
5.62,0.59,329.6,3.91,17.94,4.95,0.01,46.44,5.668450053061865e-05,2021-04-07
6.83,0.71,297.19,1.81,13.89,5.48,0.0,53.0,0.0,2021-04-08
6.04,0.62,310.79,5.69,13.72,3.96,0.0,68.5,0.0,2021-04-09
5.43,0.56,326.73,6.96,15.19,4.34,0.0,68.88,0.0,2021-04-10
5.3,0.54,349.75,8.58,16.57,4.47,0.02,68.56,0.00012264721041470937,2021-04-11
4.29,0.44,369.8,9.54,18.0,6.45,0.28,67.56,0.001579590220733187,2021-04-12
7.08,0.72,295.63,2.98,16.33,4.74,0.02,51.75,0.00012412336141792067,2021-04-13
5.4,0.55,337.27,6.43,15.33,2.22,3.74,60.62,0.024756968853549215,2021-04-14
4.04,0.41,353.26,7.75,16.66,4.98,0.34,66.69,0.002076635717332094,2021-04-15
1.44,0.14,359.68,10.69,14.76,7.24,2.96,82.75,0.02048801736189022,2021-04-16
3.0,0.3,348.41,7.49,13.56,3.75,5.68,73.88,0.04266066340320761,2021-04-17
5.49,0.54,305.53,2.58,12.86,3.59,0.26,59.38,0.0020532227892945255,2021-04-18
7.25,0.71,281.82,0.12,13.81,3.15,0.0,51.12,0.0,2021-04-19
5.46,0.54,325.32,2.6,15.66,3.95,0.02,48.81,0.00012973403959787923,2021-04-20
5.54,0.54,349.62,6.3,18.2,3.66,0.01,51.56,5.591810856766061e-05,2021-04-21
4.79,0.47,367.34,9.01,19.59,3.79,1.6,57.94,0.008316813175068358,2021-04-22
3.77,0.37,357.59,9.82,16.9,5.4,1.0,71.0,0.006015722695566259,2021-04-23
6.92,0.66,320.67,7.01,18.02,4.96,0.02,59.75,0.00011262138713487775,2021-04-24
7.34,0.7,318.02,7.31,18.22,2.72,1.31,57.69,0.007301744288214378,2021-04-25
6.21,0.59,344.16,9.37,21.66,4.62,0.0,55.56,0.0,2021-04-26
7.13,0.68,343.62,7.8,22.81,4.4,0.0,47.62,0.0,2021-04-27
7.42,0.7,329.51,8.26,22.35,3.85,0.0,52.5,0.0,2021-04-28
7.19,0.68,338.0,5.05,23.45,3.59,0.0,41.38,0.0,2021-04-29
4.29,0.41,380.36,10.8,24.46,5.41,0.02,51.62,8.33134858891274e-05,2021-04-30
3.44,0.32,394.75,13.62,23.05,4.34,0.16,56.94,0.0007064727349478635,2021-05-01
5.87,0.55,356.37,11.48,21.92,4.12,1.3,60.5,0.006022601177071404,2021-05-02
3.08,0.29,359.1,9.26,18.06,3.12,2.74,62.0,0.015398921392693325,2021-05-03
4.77,0.45,369.55,10.12,22.08,3.04,0.22,55.06,0.0010121892562597915,2021-05-04
3.75,0.35,385.41,13.51,23.37,3.91,0.55,58.31,0.0023943792271249762,2021-05-05
4.08,0.38,376.26,13.41,18.74,4.15,8.34,77.12,0.04522401054328028,2021-05-06
4.96,0.46,375.69,11.12,19.98,3.21,1.51,65.38,0.007676307385363428,2021-05-07
8.18,0.75,324.4,8.5,22.98,2.88,0.0,51.31,0.0,2021-05-08
8.21,0.75,322.48,7.8,22.34,3.63,0.0,47.38,0.0,2021-05-09
7.5,0.69,337.89,9.21,22.31,4.27,0.0,51.56,0.0,2021-05-10
7.33,0.67,350.24,11.55,23.12,5.76,0.0,57.75,0.0,2021-05-11
8.37,0.76,312.92,6.04,22.08,3.35,0.0,47.62,0.0,2021-05-12
8.21,0.74,320.77,6.84,23.62,2.57,0.0,46.19,0.0,2021-05-13
7.49,0.68,342.4,7.58,24.21,5.44,0.0,44.62,0.0,2021-05-14
8.21,0.74,319.01,5.97,23.99,3.57,0.0,44.56,0.0,2021-05-15
8.16,0.73,343.4,8.52,25.73,4.63,0.0,44.25,0.0,2021-05-16
7.37,0.66,369.98,8.19,29.55,3.12,0.0,32.31,0.0,2021-05-17
7.8,0.7,345.68,9.07,26.05,4.02,0.0,43.19,0.0,2021-05-18
8.0,0.72,350.13,8.84,26.61,2.86,0.0,42.06,0.0,2021-05-19
8.33,0.74,322.21,6.15,23.76,6.39,0.0,39.75,0.0,2021-05-20
8.25,0.73,313.57,5.03,22.93,3.84,0.0,42.0,0.0,2021-05-21
7.99,0.71,348.22,7.48,25.7,4.38,0.0,42.31,0.0,2021-05-22
7.84,0.7,362.3,8.21,27.88,3.8,0.0,37.5,0.0,2021-05-23
7.58,0.67,364.54,10.5,28.29,3.71,0.0,45.44,0.0,2021-05-24
7.69,0.68,350.45,9.94,25.35,5.8,0.0,48.0,0.0,2021-05-25
5.23,0.46,376.04,10.22,22.66,3.14,0.39,53.38,0.001745797673630575,2021-05-26
5.78,0.51,398.5,11.26,27.8,2.73,0.12,44.5,0.000438776784576695,2021-05-27
6.75,0.59,380.66,10.4,26.76,4.49,0.0,43.0,0.0,2021-05-28
7.3,0.64,373.9,9.93,26.98,3.5,0.0,44.62,0.0,2021-05-29
7.32,0.64,366.41,11.37,27.66,3.35,0.01,45.94,3.6721356672451505e-05,2021-05-30
6.09,0.53,382.2,11.58,25.85,2.21,0.28,46.75,0.0011001917336820209,2021-05-31
3.79,0.34,393.97,14.98,24.95,4.6,0.87,61.31,0.003544690588251671,2021-06-01
6.0,0.52,386.43,14.46,24.48,3.8,0.03,61.19,0.00012454528824258488,2021-06-02
5.58,0.48,390.89,14.22,25.43,4.05,1.39,59.12,0.005543583988274409,2021-06-03
7.33,0.64,382.14,12.7,25.87,4.06,0.01,54.31,3.916533085038292e-05,2021-06-04
6.29,0.55,386.27,10.05,25.47,4.1,0.14,45.0,0.0005570687649659407,2021-06-05
6.55,0.57,399.45,10.02,27.4,4.16,0.26,40.5,0.0009636658784791094,2021-06-06
7.83,0.68,365.02,12.94,27.76,5.05,0.0,50.94,0.0,2021-06-07
8.39,0.73,341.89,8.82,27.03,2.57,0.0,41.06,0.0,2021-06-08
8.51,0.74,334.96,8.14,26.72,3.89,0.0,40.56,0.0,2021-06-09
7.7,0.67,350.48,10.12,26.02,4.49,0.0,46.0,0.0,2021-06-10
8.05,0.7,357.96,9.67,28.37,2.19,0.0,44.19,0.0,2021-06-11
7.98,0.7,368.22,10.24,28.81,3.88,0.0,43.44,0.0,2021-06-12
8.47,0.73,355.02,9.68,28.96,3.05,0.0,40.06,0.0,2021-06-13
8.52,0.74,354.91,9.43,31.48,2.2,0.0,35.25,0.0,2021-06-14
8.27,0.72,360.76,9.05,30.56,3.31,0.0,34.31,0.0,2021-06-15
8.12,0.7,366.34,10.33,29.39,3.79,0.0,39.06,0.0,2021-06-16
6.36,0.55,391.15,13.8,28.24,4.09,0.03,53.0,0.00010794604868475924,2021-06-17
6.14,0.53,405.12,13.87,27.77,3.84,0.11,49.69,0.00040221042753801027,2021-06-18
7.57,0.66,389.52,11.26,32.55,3.29,0.0,35.56,0.0,2021-06-19
5.7,0.49,426.62,9.19,33.48,4.3,0.0,28.44,0.0,2021-06-20
7.4,0.64,409.19,10.43,32.03,5.18,0.31,32.06,0.000985288926763924,2021-06-21
7.28,0.63,423.23,10.16,33.57,3.89,0.0,33.19,0.0,2021-06-22
6.23,0.54,439.5,12.52,32.82,4.4,0.0,42.06,0.0,2021-06-23
6.92,0.6,418.12,13.06,33.3,3.93,0.0,40.75,0.0,2021-06-24
5.75,0.5,421.48,11.51,32.97,3.41,0.0,35.62,0.0,2021-06-25
5.62,0.48,427.94,11.63,32.14,3.73,0.01,34.06,3.1630510242775535e-05,2021-06-26
5.05,0.44,443.11,9.54,32.2,3.49,0.0,32.06,0.0,2021-06-27
5.32,0.46,450.73,9.12,33.33,3.55,0.08,27.81,0.00024409781572723536,2021-06-28
5.73,0.5,444.04,8.17,35.17,4.63,0.0,26.12,0.0,2021-06-29
5.64,0.49,449.62,9.69,35.04,4.52,0.0,27.56,0.0,2021-06-30
7.63,0.66,423.96,7.37,36.34,4.23,0.0,23.44,0.0,2021-07-01
7.8,0.68,406.58,8.42,34.45,4.51,0.0,29.62,0.0,2021-07-02
7.28,0.63,409.16,8.96,34.59,2.49,0.0,28.44,0.0,2021-07-03
7.5,0.66,414.3,8.15,35.94,5.22,0.0,25.62,0.0,2021-07-04
8.41,0.73,371.7,7.81,35.95,3.64,0.0,25.12,0.0,2021-07-05
7.92,0.7,390.01,12.87,35.8,3.22,0.0,37.12,0.0,2021-07-06
8.0,0.7,388.72,12.55,34.51,3.41,0.0,36.75,0.0,2021-07-07
7.66,0.67,391.64,11.69,33.35,3.22,0.02,37.62,6.088091089961229e-05,2021-07-08
7.59,0.66,404.15,11.73,34.12,3.02,0.0,34.12,0.0,2021-07-09
7.9,0.7,403.78,12.65,36.05,3.02,0.0,34.44,0.0,2021-07-10
8.37,0.73,373.41,8.17,33.58,4.36,0.0,28.31,0.0,2021-07-11
7.81,0.69,407.45,9.48,36.25,3.64,0.0,26.88,0.0,2021-07-12
6.96,0.62,425.62,8.6,36.49,5.47,0.01,24.19,2.790744344159955e-05,2021-07-13
7.7,0.68,381.51,12.38,31.12,5.89,0.0,41.56,0.0,2021-07-14
7.58,0.67,384.9,10.77,30.81,4.22,0.01,38.31,3.296188184446558e-05,2021-07-15
7.75,0.69,385.25,13.72,32.26,3.58,0.0,44.06,0.0,2021-07-16
8.1,0.72,361.49,11.12,30.15,5.54,0.0,39.94,0.0,2021-07-17
7.92,0.7,359.78,11.66,28.93,5.79,0.01,43.75,3.518928261125128e-05,2021-07-18
8.15,0.73,367.66,10.25,31.37,3.62,0.0,36.62,0.0,2021-07-19
7.77,0.7,395.34,13.45,33.52,2.38,0.0,42.12,0.0,2021-07-20
